"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration","subplot","uniquePlot","seedT","scarT","seeds.per.plot"
"Wolf Creek","AT",1.2,"509b",578,"","1","","",8,NA,6,45,0,"17",NA,24,NA,8,0,NA,NA,32,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"509-529.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_509b",0,0,50
"Wolf Creek","AT",1.2,"510b",693,"","3","","",10,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"510-530.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_510b",0,0,50
"Wolf Creek","AT",1.2,"511b",794,"","4","","",12,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"511-531.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_511b",0,0,50
"Wolf Creek","AT",1.2,"512b",863,"","2","","",13,NA,27,19,7,"20",NA,26,NA,0,2,NA,NA,28,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"512-532.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_512b",0,0,50
"Wolf Creek","AT",1.2,"513b",934,"","4","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"513-533.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_513b",0,0,50
"Wolf Creek","AT",1.2,"514b",1078,"","3","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"514-534.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_514b",0,0,50
"Wolf Creek","AT",1.2,"515b",1181,"","1","","",8,NA,15,32,1,"26",NA,7,NA,5,13,NA,NA,26,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"515-535.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_515b",0,0,50
"Wolf Creek","AT",1.2,"516b",1239,"","2","","",15,NA,8,9,0,"46",NA,14,NA,7,15,NA,NA,37,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"516-536.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_516b",0,0,50
"Wolf Creek","AT",1.2,"517b",1380,"","1","","",20,NA,6,22,0,"17",NA,45,NA,7,2,NA,NA,54,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"517-537.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_517b",0,0,50
"Wolf Creek","AT",1.2,"518b",1469,"","4","","",20,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"518-538.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_518b",0,0,50
"Wolf Creek","AT",1.2,"519b",1544,"","3","","",11,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"519-539.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_519b",0,0,50
"Wolf Creek","AT",1.2,"520b",1640,"","2","","",14,NA,16,42,0,"7",NA,25,NA,6,3,NA,NA,34,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"520-540.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_520b",0,0,50
"Wolf Creek","AT",1.2,"521b",1732,"","4","","",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"521-541.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_521b",0,0,50
"Wolf Creek","AT",1.2,"522b",1854,"","1","","",8,NA,9,34,0,"30",NA,15,NA,0,12,NA,NA,27,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"522-542.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_522b",0,0,50
"Wolf Creek","AT",1.2,"523b",1992,"","3","","",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"523-543.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.2_523b",0,0,50
"Wolf Creek","AT",1.3,"524c",31,"","4","","",12,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"504-524.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_524c",0,0,50
"Wolf Creek","AT",1.3,"525c",155,"","2","","",7,NA,2,25,16,"26",NA,26,NA,2,3,NA,NA,31,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"505-525.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_525c",0,0,50
"Wolf Creek","AT",1.3,"526c",282,"","3","","",11,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"506-526.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_526c",0,0,50
"Wolf Creek","AT",1.3,"527c",397,"","1","","",6,NA,0,25,8,"30",NA,32,NA,6,0,NA,NA,38,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"507-527.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_527c",0,0,50
"Wolf Creek","AT",1.3,"528c",474,"","2","","",5,NA,6,56,1,"14",NA,21,NA,1,0,NA,NA,23,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"508-528.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_528c",0,0,50
"Wolf Creek","AT",1.3,"529c",578,"","1","","",6,NA,7,36,25,"8",NA,20,NA,4,0,NA,NA,24,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"509-529.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_529c",0,0,50
"Wolf Creek","AT",1.3,"530c",693,"","3","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"510-530.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_530c",0,0,50
"Wolf Creek","AT",1.3,"531c",794,"","4","","",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"511-531.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_531c",0,0,50
"Wolf Creek","AT",1.3,"532c",863,"","2","","",8,NA,1,25,25,"15",NA,29,NA,3,1,NA,NA,33,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"512-532.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_532c",0,0,50
"Wolf Creek","AT",1.3,"533c",934,"","4","","",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"513-533.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_533c",0,0,50
"Wolf Creek","AT",1.3,"534c",1078,"","3","","",13,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"514-534.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_534c",0,0,50
"Wolf Creek","AT",1.3,"535c",1181,"","1","","",7,NA,17,30,1,"19",NA,16,NA,12,4,NA,NA,33,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"515-535.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_535c",0,0,50
"Wolf Creek","AT",1.3,"536c",1239,"","2","","",6,NA,10,21,0,"26",NA,24,NA,7,12,NA,NA,43,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"516-536.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_536c",0,0,50
"Wolf Creek","AT",1.3,"537c",1380,"","1","","",8,NA,4,23,0,"45",NA,11,NA,6,12,NA,NA,29,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"517-537.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_537c",0,0,50
"Wolf Creek","AT",1.3,"538c",1469,"","4","","",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"518-538.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_538c",0,0,50
"Wolf Creek","AT",1.3,"539c",1544,"","3","","",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"519-539.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_539c",0,0,50
"Wolf Creek","AT",1.3,"540c",1640,"","2","","",6,NA,6,22,1,"35",NA,19,NA,5,11,NA,NA,35,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"520-540.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_540c",0,0,50
"Wolf Creek","AT",1.3,"541c",1732,"","4","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"521-541.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_541c",0,0,50
"Wolf Creek","AT",1.3,"542c",1854,"","1","","",11,NA,10,27,2,"29",NA,15,NA,4,13,NA,NA,31,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"522-542.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_542c",0,0,50
"Wolf Creek","AT",1.3,"543c",1992,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"523-543.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_1.3_543c",0,0,50
"Wolf Creek","AT",2.1,"1a",33,"","3","","",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP1.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_1a",0,0,50
"Wolf Creek","AT",2.1,"2a",33,"","3","","",14,NA,17,40,0,"35",NA,3,NA,1,5,NA,NA,9,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP2.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_2a",0,0,50
"Wolf Creek","AT",2.1,"3a",100,"","1","","",3,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP3.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_3a",0,0,50
"Wolf Creek","AT",2.1,"4a",100,"","1","","",5,NA,1,11,0,"30",NA,56,NA,0,2,NA,NA,58,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP4.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_4a",0,0,50
"Wolf Creek","AT",2.1,"5a",173,"","4","","",4,NA,0,26,0,"30",NA,40,NA,1,4,NA,NA,45,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP5.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_5a",0,0,50
"Wolf Creek","AT",2.1,"6a",173,"","4","","",7,NA,2,20,0,"30",NA,30,NA,2,15,NA,NA,47,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP6.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_6a",0,0,50
"Wolf Creek","AT",2.1,"7a",240,"","2","","",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP7.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_7a",0,0,50
"Wolf Creek","AT",2.1,"8a",240,"","2","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP8.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_8a",0,0,50
"Wolf Creek","AT",2.1,"9a",323,"","2","","",6,NA,2,4,0,"30",NA,61,NA,0,3,NA,NA,64,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP9.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_9a",0,0,50
"Wolf Creek","AT",2.1,"10a",323,"","2","","",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP10.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_10a",0,0,50
"Wolf Creek","AT",2.1,"11a",400,"","1","","",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP11.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_11a",0,0,50
"Wolf Creek","AT",2.1,"12a",400,"","1","","",2,NA,1,5,0,"30",NA,62,NA,2,0,NA,NA,64,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP12.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_12a",0,0,50
"Wolf Creek","AT",2.1,"13a",467,"","4","","",2,NA,0,36,0,"26",NA,31,NA,2,6,NA,NA,39,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP13.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_13a",0,0,50
"Wolf Creek","AT",2.1,"14a",467,"","4","","",2,NA,0,17,0,"45",NA,31,NA,4,3,NA,NA,38,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP14.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_14a",0,0,50
"Wolf Creek","AT",2.1,"15a",530,"","3","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP15.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_15a",0,0,50
"Wolf Creek","AT",2.1,"16a",530,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP16.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_16a",0,0,50
"Wolf Creek","AT",2.1,"17a",598,"","2","","",8,NA,1,25,0,"20",NA,53,NA,0,1,NA,NA,54,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP17.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_17a",0,0,50
"Wolf Creek","AT",2.1,"18a",598,"","2","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP18.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_18a",0,0,50
"Wolf Creek","AT",2.1,"19a",680,"","4","","",4,NA,0,14,0,"30",NA,51,NA,1,4,NA,NA,56,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP19.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_19a",0,0,50
"Wolf Creek","AT",2.1,"20a",680,"","4","","",2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP20.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.1_20a",0,0,50
"Wolf Creek","AT",2.2,"1b",33,"","3","","",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP1.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_1b",0,0,50
"Wolf Creek","AT",2.2,"2b",33,"","3","","",14,NA,17,40,0,"35",NA,3,NA,1,5,NA,NA,9,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP2.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_2b",0,0,50
"Wolf Creek","AT",2.2,"3b",100,"","1","","",3,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP3.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_3b",0,0,50
"Wolf Creek","AT",2.2,"4b",100,"","1","","",5,NA,1,11,0,"30",NA,56,NA,0,2,NA,NA,58,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP4.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_4b",0,0,50
"Wolf Creek","AT",2.2,"5b",173,"","4","","",4,NA,0,26,0,"30",NA,40,NA,1,4,NA,NA,45,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP5.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_5b",0,0,50
"Wolf Creek","AT",2.2,"6b",173,"","4","","",7,NA,2,20,0,"30",NA,30,NA,2,15,NA,NA,47,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP6.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_6b",0,0,50
"Wolf Creek","AT",2.2,"7b",240,"","2","","",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP7.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_7b",0,0,50
"Wolf Creek","AT",2.2,"8b",240,"","2","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP8.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_8b",0,0,50
"Wolf Creek","AT",2.2,"9b",323,"","2","","",6,NA,2,4,0,"30",NA,61,NA,0,3,NA,NA,64,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP9.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_9b",0,0,50
"Wolf Creek","AT",2.2,"10b",323,"","2","","",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP10.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_10b",0,0,50
"Wolf Creek","AT",2.2,"11b",400,"","1","","",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP11.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_11b",0,0,50
"Wolf Creek","AT",2.2,"12b",400,"","1","","",2,NA,1,5,0,"30",NA,62,NA,2,0,NA,NA,64,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP12.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_12b",0,0,50
"Wolf Creek","AT",2.2,"13b",467,"","4","","",2,NA,0,36,0,"26",NA,31,NA,2,6,NA,NA,39,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP13.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_13b",0,0,50
"Wolf Creek","AT",2.2,"14b",467,"","4","","",2,NA,0,17,0,"45",NA,31,NA,4,3,NA,NA,38,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP14.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_14b",0,0,50
"Wolf Creek","AT",2.2,"15b",530,"","3","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP15.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_15b",0,0,50
"Wolf Creek","AT",2.2,"16b",530,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SALP16.jpg",NA,NA,"","","","","",2014,1,NA,"Wolf Creek_AT_2.2_16b",0,0,50
