"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration"
"Wolf Creek","T","4.3","18c","1268.00","","4","","","1.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SCUT18.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","4.3","19c","1343.00","","1","","","3.00",NA,"1","0","6","81",NA,"10",NA,"1","1",NA,NA,"12","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SCUT19.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","4.3","20c","1457.00","","3","","","8.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SCUT20.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","544a","31.00","","4","","","11.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"544.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","545a","155.00","","2","","","9.00",NA,"4","1","0","86",NA,"1",NA,"3","5",NA,NA,"9","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"545.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","546a","282.00","","3","","","21.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"546.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","547a","397.00","","1","","","22.00",NA,"8","0","0","78",NA,"1",NA,"6","7",NA,NA,"14","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"547.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","548a","474.00","","2","","","28.00",NA,"32","5","0","53",NA,"2",NA,"5","3",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"548.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","549a","578.00","","1","","","27.00",NA,"5","1","0","81",NA,"5",NA,"2","6",NA,NA,"13","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"549.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","550a","693.00","","3","","","20.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"550.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","551a","794.00","","4","","","22.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"551.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","552a","863.00","","2","","","29.00",NA,"8","2","0","85",NA,"2",NA,"0","3",NA,NA,"5","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"552.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","553a","934.00","","4","","","24.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"553.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","554a","1078.00","","3","","","24.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"554.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","555a","1181.00","","1","","","18.00",NA,"14","0","0","84",NA,"0",NA,"1","1",NA,NA,"2","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"555.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","556a","1239.00","","2","","","22.00",NA,"31","0","0","64",NA,"2",NA,"0","3",NA,NA,"5","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"556.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","557a","1380.00","","1","","","12.00",NA,"3","0","0","56",NA,"6",NA,"35","0",NA,NA,"41","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"557.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","558a","1469.00","","4","","","9.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"558.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","559a","1544.00","","3","","","12.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"559.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","560a","1640.00","","2","","","12.00",NA,"8","0","0","82",NA,"9",NA,"1","0",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"560.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","561a","1732.00","","4","","","18.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"561.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","562a","1854.00","","1","","","18.00",NA,"5","0","0","76",NA,"16",NA,"2","1",NA,NA,"19","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"562.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.1","563a","1992.00","","3","","","20.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"563.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","544b","155.00","","2","","","9.00",NA,"4","1","0","86",NA,"1",NA,"3","5",NA,NA,"9","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"545.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","545b","155.00","","2","","","9.00",NA,"4","1","0","86",NA,"1",NA,"3","5",NA,NA,"9","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"545.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","546b","282.00","","3","","","21.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"546.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","547b","397.00","","1","","","22.00",NA,"8","0","0","78",NA,"1",NA,"6","7",NA,NA,"14","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"547.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","548b","474.00","","2","","","28.00",NA,"32","5","0","53",NA,"2",NA,"5","3",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"548.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","549b","578.00","","1","","","27.00",NA,"5","1","0","81",NA,"5",NA,"2","6",NA,NA,"13","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"549.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","550b","693.00","","3","","","20.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"550.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","551b","794.00","","4","","","22.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"551.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","552b","863.00","","2","","","29.00",NA,"8","2","0","85",NA,"2",NA,"0","3",NA,NA,"5","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"552.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","553b","934.00","","4","","","24.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"553.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","554b","1078.00","","3","","","24.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"554.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","555b","1181.00","","1","","","18.00",NA,"14","0","0","84",NA,"0",NA,"1","1",NA,NA,"2","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"555.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","556b","1239.00","","2","","","22.00",NA,"31","0","0","64",NA,"2",NA,"0","3",NA,NA,"5","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"556.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","557b","1380.00","","1","","","12.00",NA,"3","0","0","56",NA,"6",NA,"35","0",NA,NA,"41","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"557.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","558b","1469.00","","4","","","9.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"558.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","559b","1544.00","","3","","","12.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"559.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","560b","1640.00","","2","","","12.00",NA,"8","0","0","82",NA,"9",NA,"1","0",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"560.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","561b","1732.00","","4","","","18.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"561.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","562b","1854.00","","1","","","18.00",NA,"5","0","0","76",NA,"16",NA,"2","1",NA,NA,"19","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"562.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.2","563b","1992.00","","3","","","20.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"563.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","544c","31.00","","4","","","11.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"544.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","545c","155.00","","2","","","9.00",NA,"3","4","0","87",NA,"1",NA,"2","3",NA,NA,"6","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"545.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","546c","282.00","","3","","","21.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"546.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","547c","397.00","","1","","","22.00",NA,"5","10","0","68",NA,"4",NA,"8","5",NA,NA,"17","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"547.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","548c","474.00","","2","","","28.00",NA,"22","13","0","58",NA,"1",NA,"3","3",NA,NA,"7","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"548.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","549c","578.00","","1","","","27.00",NA,"18","7","0","69",NA,"3",NA,"0","3",NA,NA,"6","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"549.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","550c","693.00","","3","","","20.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"550.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","551c","794.00","","4","","","22.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"551.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","552c","863.00","","2","","","29.00",NA,"7","2","0","82",NA,"4",NA,"0","5",NA,NA,"9","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"552.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","553c","934.00","","4","","","24.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"553.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","554c","1078.00","","3","","","24.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"554.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","555c","1181.00","","1","","","18.00",NA,"9","0","0","85",NA,"4",NA,"1","1",NA,NA,"6","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"555.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","556c","1239.00","","2","","","22.00",NA,"31","0","0","60",NA,"6",NA,"1","2",NA,NA,"9","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"556.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","557c","1380.00","","1","","","12.00",NA,"1","0","0","96",NA,"2",NA,"0","1",NA,NA,"3","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"557.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","558c","1469.00","","4","","","9.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"558.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","559c","1544.00","","3","","","12.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"559.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","560c","1640.00","","2","","","12.00",NA,"2","0","0","84",NA,"9",NA,"0","5",NA,NA,"14","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"560.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","561c","1732.00","","4","","","18.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"561.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","562c","1854.00","","1","","","18.00",NA,"0","0","0","92",NA,"6",NA,"1","1",NA,NA,"8","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"562.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","5.3","563c","1992.00","","3","","","20.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"563.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","1a","33.00","","2","","","15.00",NA,"0","0","0","90",NA,"8",NA,"2","0",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR1.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","2a","100.00","","4","","","31.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR2.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","3a","173.00","","1","","","20.00",NA,"0","0","0","36",NA,"64",NA,"0","0",NA,NA,"64","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR3.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","4a","240.00","","3","","","17.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR4.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","5a","323.00","","2","","","13.00",NA,"0","0","0","96",NA,"4",NA,"0","0",NA,NA,"4","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR5.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","6a","400.00","","4","","","14.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR6.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","7a","467.00","","1","","","3.00",NA,"0","0","0","71",NA,"20",NA,"9","0",NA,NA,"29","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR7.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","8a","530.00","","3","","","2.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR8.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","9a","598.00","","2","","","6.00",NA,"0","4","8","83",NA,"2",NA,"3","0",NA,NA,"6","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR9.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","10a","680.00","","4","","","3.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR10.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","11a","727.00","","3","","","7.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR11.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","12a","790.00","","1","","","12.00",NA,"0","0","0","93",NA,"7",NA,"0","0",NA,NA,"7","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR12.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","13a","871.00","","4","","","36.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR13.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","14a","974.00","","2","","","10.00",NA,"0","0","0","90",NA,"6",NA,"4","0",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR14.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","15a","1035.00","","3","","","7.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR15.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","16a","1100.00","","1","","","26.00",NA,"20","0","0","77",NA,"1",NA,"2","0",NA,NA,"3","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR16.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","17a","1176.00","","4","","","13.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR17.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","18a","1268.00","","2","","","10.00",NA,"0","0","0","95",NA,"3",NA,"2","0",NA,NA,"5","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR18.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","19a","1343.00","","3","","","7.00",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"100","0","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR19.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.1","20a","1457.00","","1","","","15.00",NA,"0","0","0","93",NA,"7",NA,"0","0",NA,NA,"7","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR20.jpg",NA,"","","","","","","2014","1"
"Wolf Creek","T","6.2","1b","33.00","","2","","","15.00",NA,"0","0","0","90",NA,"8",NA,"2","0",NA,NA,"10","100","","0","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"8V",NA,NA,"SSHR1.jpg",NA,"","","","","","","2014","1"
